metric_path,n,mean,sd,ci95_low,ci95_high,min,max,files
ctgan.fidelity.multiple_testing.fdr_primary.q_value,3,0.05,0.0,0.05,0.05,0.05,0.05,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.fidelity.multiple_testing.holm_sensitivity.corrected_pvalues[0],3,1.0,0.0,1.0,1.0,1.0,1.0,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.fidelity.multiple_testing.holm_sensitivity.corrected_pvalues[1],3,1.0,0.0,1.0,1.0,1.0,1.0,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.fidelity.multiple_testing.holm_sensitivity.corrected_pvalues[2],3,1.0,0.0,1.0,1.0,1.0,1.0,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.fidelity.multiple_testing.holm_sensitivity.corrected_pvalues[3],3,1.0,0.0,1.0,1.0,1.0,1.0,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.fidelity.multiple_testing.holm_sensitivity.corrected_pvalues[4],3,1.0,0.0,1.0,1.0,1.0,1.0,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.fidelity.multiple_testing.holm_sensitivity.n_rejected,3,0.0,0.0,0.0,0.0,0.0,0.0,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.fidelity.multiple_testing.original_pvalues[0],3,0.9998095659574903,0.0001649207185587642,0.9996229405958308,0.9999961913191497,0.9997143489362355,1.0,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.fidelity.multiple_testing.original_pvalues[1],3,0.9898197791479416,0.010301323684767185,0.9781627340232184,1.0014768242726648,0.97940147956086,0.999999999746018,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.fidelity.multiple_testing.original_pvalues[2],3,0.9999863686986762,2.361010640003951e-05,0.9999596513481563,1.000013086049196,0.9999591060961048,1.0,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.fidelity.multiple_testing.original_pvalues[3],3,0.9999863153053915,2.356386645911301e-05,0.9999596502802907,1.0000129803304925,0.9999591060961048,0.9999999199100348,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.fidelity.multiple_testing.original_pvalues[4],3,0.9982339973490538,0.002024345225036462,0.9959432350782631,1.0005247596198446,0.9960054365889166,0.9999591060961048,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.fidelity.univariate_tests.ammonium_sulfate_pv.jensen_shannon,3,0.03960237890533685,0.010049811511115773,0.028229946598091374,0.05097481121258232,0.033747815723219846,0.05120674404266279,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.fidelity.univariate_tests.ammonium_sulfate_pv.ks_test.pvalue,3,0.9999863686986762,2.361010640003951e-05,0.9999596513481563,1.000013086049196,0.9999591060961048,1.0,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.fidelity.univariate_tests.ammonium_sulfate_pv.ks_test.statistic,3,0.047619047619047616,0.021821789023599235,0.022925368715778105,0.07231272652231713,0.02857142857142857,0.07142857142857142,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.fidelity.univariate_tests.ammonium_sulfate_pv.wasserstein,3,0.013809523809523805,0.008123201004396192,0.004617256527847429,0.02300179109120018,0.007142857142857129,0.022857142857142864,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.fidelity.univariate_tests.kh2po4_pv.jensen_shannon,3,0.04743838150612376,0.006870838153411045,0.03966329620156053,0.05521346681068699,0.04188294524563963,0.05512132775513283,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.fidelity.univariate_tests.kh2po4_pv.ks_test.pvalue,3,0.9999863153053915,2.356386645911301e-05,0.9999596502802907,1.0000129803304925,0.9999591060961048,0.9999999199100348,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.fidelity.univariate_tests.kh2po4_pv.ks_test.statistic,3,0.0619047619047619,0.008247860988423224,0.05257142857142857,0.07123809523809524,0.05714285714285714,0.07142857142857142,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.fidelity.univariate_tests.kh2po4_pv.wasserstein,3,0.05119047619047618,0.0054554472558998235,0.04501705646465879,0.057363895916293574,0.04642857142857143,0.05714285714285716,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.fidelity.univariate_tests.seawater_vv.jensen_shannon,3,0.0604149897933091,0.027037945162547282,0.029818674554164315,0.09101130503245389,0.031833478197623125,0.08558569847671943,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.fidelity.univariate_tests.seawater_vv.ks_test.pvalue,3,0.9998095659574903,0.0001649207185587642,0.9996229405958308,0.9999961913191497,0.9997143489362355,1.0,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.fidelity.univariate_tests.seawater_vv.ks_test.statistic,3,0.06190476190476191,0.028867513459481287,0.029238095238095244,0.09457142857142857,0.02857142857142857,0.07857142857142857,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.fidelity.univariate_tests.seawater_vv.wasserstein,3,3.928571428571428,1.8557687223952257,1.8285714285714274,6.0285714285714285,1.785714285714285,5.000000000000002,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.fidelity.univariate_tests.surface_tension_mNm.jensen_shannon,3,0.15076239917259923,0.027300658249021035,0.11986879608991174,0.18165600225528672,0.12024368407042499,0.17286149079849375,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.fidelity.univariate_tests.surface_tension_mNm.ks_test.pvalue,3,0.9982339973490538,0.002024345225036462,0.9959432350782631,1.0005247596198446,0.9960054365889166,0.9999591060961048,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.fidelity.univariate_tests.surface_tension_mNm.ks_test.statistic,3,0.08333333333333333,0.010910894511799623,0.07098649388169857,0.09568017278496808,0.07142857142857142,0.09285714285714286,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.fidelity.univariate_tests.surface_tension_mNm.wasserstein,3,0.3308095238095239,0.035418801456269536,0.2907293768814277,0.3708896707376201,0.29821428571428577,0.3685000000000001,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.fidelity.univariate_tests.urea_pv.jensen_shannon,3,0.06631835970171028,0.0244576770462648,0.038641892705939006,0.09399482669748155,0.03808231825430599,0.0809080148545399,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.fidelity.univariate_tests.urea_pv.ks_test.pvalue,3,0.9898197791479416,0.010301323684767185,0.9781627340232184,1.0014768242726648,0.97940147956086,0.999999999746018,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.fidelity.univariate_tests.urea_pv.ks_test.statistic,3,0.08571428571428572,0.03113499245386195,0.05048172501635555,0.12094684641221588,0.05,0.10714285714285714,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.fidelity.univariate_tests.urea_pv.wasserstein,3,0.03214285714285715,0.014285714285714277,0.015977049605547633,0.04830866468016666,0.017857142857142863,0.046428571428571416,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.privacy.distance_to_closest_record.max_distance,3,2.3625088188237626,0.04415546985419844,2.3125422009069916,2.4124754367405337,2.31406572074319,2.400501903882665,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.privacy.distance_to_closest_record.mean_distance,3,1.3034447161516898,0.022242261439953608,1.278275227917393,1.3286142043859865,1.279188416232128,1.3228832785227134,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.privacy.distance_to_closest_record.median_distance,3,1.300466413480312,0.05900960656760425,1.2336907574966147,1.367242069464009,1.2594597925739301,1.3680969607360531,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.privacy.distance_to_closest_record.min_distance,3,0.0,0.0,0.0,0.0,0.0,0.0,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.privacy.distance_to_closest_record.privacy_risk_counts.distance_above_1.0,3,114.66666666666667,4.041451884327381,110.09333333333333,119.24000000000001,111.0,119.0,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.privacy.distance_to_closest_record.privacy_risk_counts.distance_below_0.1,3,6.333333333333333,2.0816659994661326,3.977706500030193,8.688960166636473,4.0,8.0,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.privacy.distance_to_closest_record.privacy_risk_counts.distance_below_0.5,3,15.0,4.0,10.473573889553332,19.526426110446668,11.0,19.0,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.privacy.distance_to_closest_record.std_distance,3,0.5341150248778173,0.04178655183117814,0.48682909005927283,0.5814009596963616,0.49853882769761276,0.5801319484449912,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.privacy.membership_inference.n_samples,3,20.0,0.0,20.0,20.0,20.0,20.0,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.privacy.membership_inference.n_unique,3,20.0,0.0,20.0,20.0,20.0,20.0,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.DELTA_SAME_MODEL.ci95[0],3,-0.6761579482969858,1.6055181802708813,-2.4929728012907195,1.140656904696748,-2.527797389105223,0.3287956025012316,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.DELTA_SAME_MODEL.ci95[1],3,1.9918740794170138,1.540970357034542,0.24810196454064548,3.7356461942933823,0.21253974679312967,2.8897046285205654,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.DELTA_SAME_MODEL.mean,3,0.6465014255583749,1.3873388520209706,-0.9234202753978314,2.2164231265145813,-0.9546966088769443,1.4899108529261094,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.DELTA_SAME_MODEL.raw[0],3,-0.19118951231206505,0.4610055523009184,-0.7128664045610058,0.3304873799368757,-0.7153213454453007,0.15143995292620893,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.DELTA_SAME_MODEL.raw[1],3,0.3238904475624163,0.6417792829404559,-0.40235117829893835,1.050132073423771,-0.4136952897658206,0.7547808852533218,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.DELTA_SAME_MODEL.raw[2],3,2.2127558128178837,2.312518760858656,-0.4041055121942141,4.829617137829981,-0.4412402316458408,3.7946494338768577,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.DELTA_SAME_MODEL.raw[3],3,2.150872509568831,4.833656199892587,-3.3189243984602235,7.620669417597885,-3.427433364979543,5.101611140035118,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.DELTA_SAME_MODEL.raw[4],3,-2.225035313137373,3.786378455752325,-6.509725889674885,2.0596552634001393,-6.5952981076052115,0.07083966473659897,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.DELTA_SAME_MODEL.raw[5],3,0.23742408233520132,0.2471343412552994,-0.042234751426304645,0.5170829160967073,-0.035362554750040465,0.4463844085223725,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.DELTA_SAME_MODEL.raw[6],3,-0.04165926231587158,0.07701812182070808,-0.12881347171257537,0.04549494708083221,-0.0944876192204549,0.04671187392859144,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.DELTA_SAME_MODEL.raw[7],3,0.07036801142713382,0.7423480606865152,-0.7696778998055883,0.9104139226598559,-0.4344293913993236,0.9227378202945278,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.DELTA_SAME_MODEL.raw[8],3,0.278561905908006,0.3438163258820544,-0.11050289275958675,0.6676267045755988,-0.029340049890553166,0.6495542511882566,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.DELTA_SAME_MODEL.raw[9],3,3.6490255737295874,2.76035355610848,0.5253914711211549,6.772659676338019,0.46238086001094025,5.301705795421486,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.DELTA_SAME_MODEL.scores[0].delta,3,-0.19118951231206505,0.4610055523009184,-0.7128664045610058,0.3304873799368757,-0.7153213454453007,0.15143995292620893,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.DELTA_SAME_MODEL.scores[1].delta,3,0.3238904475624163,0.6417792829404559,-0.40235117829893835,1.050132073423771,-0.4136952897658206,0.7547808852533218,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.DELTA_SAME_MODEL.scores[2].delta,3,2.2127558128178837,2.312518760858656,-0.4041055121942141,4.829617137829981,-0.4412402316458408,3.7946494338768577,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.DELTA_SAME_MODEL.scores[3].delta,3,2.150872509568831,4.833656199892587,-3.3189243984602235,7.620669417597885,-3.427433364979543,5.101611140035118,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.DELTA_SAME_MODEL.scores[4].delta,3,-2.225035313137373,3.786378455752325,-6.509725889674885,2.0596552634001393,-6.5952981076052115,0.07083966473659897,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.DELTA_SAME_MODEL.scores[5].delta,3,0.23742408233520132,0.2471343412552994,-0.042234751426304645,0.5170829160967073,-0.035362554750040465,0.4463844085223725,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.DELTA_SAME_MODEL.scores[6].delta,3,-0.04165926231587158,0.07701812182070808,-0.12881347171257537,0.04549494708083221,-0.0944876192204549,0.04671187392859144,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.DELTA_SAME_MODEL.scores[7].delta,3,0.07036801142713382,0.7423480606865152,-0.7696778998055883,0.9104139226598559,-0.4344293913993236,0.9227378202945278,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.DELTA_SAME_MODEL.scores[8].delta,3,0.278561905908006,0.3438163258820544,-0.11050289275958675,0.6676267045755988,-0.029340049890553166,0.6495542511882566,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.DELTA_SAME_MODEL.scores[9].delta,3,3.6490255737295874,2.76035355610848,0.5253914711211549,6.772659676338019,0.46238086001094025,5.301705795421486,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.TRTR.ci95[0],3,-2.8507164134698963,0.47280278855671776,-3.3857431352736764,-2.3156896916661163,-3.123689230716723,-2.304770778976243,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.TRTR.ci95[1],3,-0.4188739296877904,0.1243047521832225,-0.5595379986714756,-0.27820986070410525,-0.5624086939568569,-0.3471065475532572,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.TRTR.mean,3,-1.5510781125412985,0.2003071990323434,-1.7777470464939076,-1.3244091785886893,-1.6667255278232418,-1.3197832819774116,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.TRTR.raw[0],3,-0.6661277916498928,0.6584315997043008,-1.4112132878610715,0.07895770456128581,-1.4264191143143607,-0.28598213031765884,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.TRTR.raw[1],3,-0.7068149543058272,0.5219469724274433,-1.2974535553718685,-0.11617635323978581,-1.0081611793395218,-0.10412250423843816,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.TRTR.raw[2],3,-3.2010633779545423,2.1395098212568042,-5.622146657578012,-0.7799800983310727,-4.436309949191006,-0.7305702354816144,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.TRTR.raw[3],3,-3.5679205274191657,2.683311583821364,-6.604373431287421,-0.5314676235509106,-5.117131192658071,-0.46949919694135445,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.TRTR.raw[4],3,-1.8738037889540895,3.047157327138736,-5.321986911004002,1.5743793330958227,-5.392357995127469,-0.11452668586739989,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.TRTR.raw[5],3,-0.23882743442328624,0.36157731927857034,-0.647990689155244,0.17033582030867161,-0.4475841970416321,0.17868609081340547,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.TRTR.raw[6],3,-0.48348206918814735,0.578909853644374,-1.1385802384708354,0.1716161000945407,-1.1519495888643596,-0.1492483093500412,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.TRTR.raw[7],3,0.08470161639276445,0.5376918340944822,-0.5237539729120408,0.6931572056975697,-0.5361714339182613,0.3951381415482773,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.TRTR.raw[8],3,-0.5856669744532449,1.0278255888230317,-1.7487611200116921,0.5774271711052025,-1.7724977352271707,0.007748405933718061,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.TRTR.raw[9],3,-4.271775823457553,2.146742496944177,-6.701043646100952,-1.8425080008141537,-5.511198181949083,-1.792931106474493,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.TRTR.scores[0].r2,3,-0.6661277916498928,0.6584315997043008,-1.4112132878610715,0.07895770456128581,-1.4264191143143607,-0.28598213031765884,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.TRTR.scores[0].score,3,-0.6661277916498928,0.6584315997043008,-1.4112132878610715,0.07895770456128581,-1.4264191143143607,-0.28598213031765884,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.TRTR.scores[1].r2,3,-0.7068149543058272,0.5219469724274433,-1.2974535553718685,-0.11617635323978581,-1.0081611793395218,-0.10412250423843816,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.TRTR.scores[1].score,3,-0.7068149543058272,0.5219469724274433,-1.2974535553718685,-0.11617635323978581,-1.0081611793395218,-0.10412250423843816,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.TRTR.scores[2].r2,3,-3.2010633779545423,2.1395098212568042,-5.622146657578012,-0.7799800983310727,-4.436309949191006,-0.7305702354816144,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.TRTR.scores[2].score,3,-3.2010633779545423,2.1395098212568042,-5.622146657578012,-0.7799800983310727,-4.436309949191006,-0.7305702354816144,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.TRTR.scores[3].r2,3,-3.5679205274191657,2.683311583821364,-6.604373431287421,-0.5314676235509106,-5.117131192658071,-0.46949919694135445,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.TRTR.scores[3].score,3,-3.5679205274191657,2.683311583821364,-6.604373431287421,-0.5314676235509106,-5.117131192658071,-0.46949919694135445,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.TRTR.scores[4].r2,3,-1.8738037889540895,3.047157327138736,-5.321986911004002,1.5743793330958227,-5.392357995127469,-0.11452668586739989,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.TRTR.scores[4].score,3,-1.8738037889540895,3.047157327138736,-5.321986911004002,1.5743793330958227,-5.392357995127469,-0.11452668586739989,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.TRTR.scores[5].r2,3,-0.23882743442328624,0.36157731927857034,-0.647990689155244,0.17033582030867161,-0.4475841970416321,0.17868609081340547,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.TRTR.scores[5].score,3,-0.23882743442328624,0.36157731927857034,-0.647990689155244,0.17033582030867161,-0.4475841970416321,0.17868609081340547,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.TRTR.scores[6].r2,3,-0.48348206918814735,0.578909853644374,-1.1385802384708354,0.1716161000945407,-1.1519495888643596,-0.1492483093500412,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.TRTR.scores[6].score,3,-0.48348206918814735,0.578909853644374,-1.1385802384708354,0.1716161000945407,-1.1519495888643596,-0.1492483093500412,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.TRTR.scores[7].r2,3,0.08470161639276445,0.5376918340944822,-0.5237539729120408,0.6931572056975697,-0.5361714339182613,0.3951381415482773,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.TRTR.scores[7].score,3,0.08470161639276445,0.5376918340944822,-0.5237539729120408,0.6931572056975697,-0.5361714339182613,0.3951381415482773,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.TRTR.scores[8].r2,3,-0.5856669744532449,1.0278255888230317,-1.7487611200116921,0.5774271711052025,-1.7724977352271707,0.007748405933718061,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.TRTR.scores[8].score,3,-0.5856669744532449,1.0278255888230317,-1.7487611200116921,0.5774271711052025,-1.7724977352271707,0.007748405933718061,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
ctgan.utility.model_results.lr.TRTR.scores[9].r2,3,-4.271775823457553,2.146742496944177,-6.701043646100952,-1.8425080008141537,-5.511198181949083,-1.792931106474493,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
