seawater_vv,urea_pv,ammonium_sulfate_pv,kh2po4_pv,surface_tension_mNm
100.0,0.0,0.6,1.5,51.0333179910347
100.0,0.5,0.2,1.5,47.613612535398694
0.0,0.5,0.6,0.5,50.61032228680749
100.0,0.5,0.2,0.5,47.724436371006554
0.0,0.5,0.2,1.5,42.22
0.0,0.0,0.2,0.5,46.37420399874468
100.0,0.0,0.6,0.5,53.10600898991174
0.0,0.5,0.6,1.5,42.22
100.0,0.0,0.2,0.5,46.63222722322186
50.0,0.25,0.4,1.0,44.461389576299865
100.0,0.0,0.2,0.5,47.33096615171869
100.0,0.5,0.2,1.5,47.28873150116214
100.0,0.0,0.2,1.5,50.96947250067569
0.0,0.0,0.2,0.5,52.17731023861058
100.0,0.5,0.2,1.5,47.79339747351758
0.0,0.5,0.2,0.5,53.35702919240438
0.0,0.0,0.6,0.5,52.43169424027216
100.0,0.5,0.2,1.5,46.4659774278529
0.0,0.5,0.2,0.5,53.16256792400387
0.0,0.5,0.6,0.5,50.64598179514049
0.0,0.5,0.2,0.5,47.57215815073421
100.0,0.5,0.2,0.5,46.702035875529326
50.0,0.25,0.4,1.0,49.61946819400673
100.0,0.0,0.2,1.5,43.88024076619402
0.0,0.0,0.6,0.5,52.35911709317013
0.0,0.5,0.2,0.5,49.63528583554138
100.0,0.5,0.2,0.5,46.759911481568274
100.0,0.0,0.2,1.5,43.81320124651934
0.0,0.5,0.6,0.5,47.76802585705663
100.0,0.0,0.6,0.5,53.227522418666624
0.0,0.5,0.6,0.5,53.32608544749612
100.0,0.5,0.6,1.5,46.943719163876295
100.0,0.5,0.2,1.5,47.52974363409231
100.0,0.0,0.2,0.5,53.27281809100649
0.0,0.0,0.6,0.5,52.27132372446103
100.0,0.0,0.2,1.5,50.788617054032024
50.0,0.25,0.4,1.0,49.17193380506403
0.0,0.0,0.2,0.5,45.17677015302708
0.0,0.0,0.6,0.5,45.09163932253621
0.0,0.5,0.2,1.5,47.43199292094292
100.0,0.5,0.2,1.5,47.57262206383347
0.0,0.0,0.2,0.5,52.407888463773276
100.0,0.5,0.2,0.5,47.83964931708922
100.0,0.0,0.2,1.5,43.76924329849885
100.0,0.5,0.2,1.5,53.213052212628575
100.0,0.5,0.6,0.5,46.60791123803659
