seawater_vv,urea_pv,ammonium_sulfate_pv,kh2po4_pv,surface_tension_mNm
0.0,0.0,0.2,0.5,53.13141549871743
100.0,0.5,0.4,1.5,49.47949964488315
100.0,0.5,0.2,1.5,42.22
50.0,0.25,0.6,1.0,42.22
100.0,0.0,0.6,0.5,53.337708142993854
50.0,0.25,0.4,1.5,42.33353000315306
100.0,0.25,0.4,1.0,44.182130813410645
0.0,0.5,0.6,1.5,51.05184135864947
100.0,0.5,0.6,1.5,42.380104609252754
100.0,0.5,0.6,0.5,53.2764741736653
50.0,0.25,0.4,1.0,47.892651804364974
100.0,0.25,0.4,1.5,51.01473922339745
50.0,0.0,0.6,1.5,42.44906687904497
50.0,0.25,0.6,1.0,47.75160097568184
0.0,0.5,0.4,1.5,42.41806313873996
50.0,0.0,0.2,0.5,53.57
100.0,0.5,0.6,0.5,53.57
100.0,0.25,0.4,1.0,47.6924042048778
0.0,0.0,0.2,0.5,53.359988838939536
100.0,0.0,0.6,1.0,49.37769677580435
50.0,0.25,0.6,1.5,42.22
100.0,0.0,0.6,1.0,48.44834126383435
0.0,0.25,0.4,0.5,53.30128921394963
50.0,0.5,0.6,1.0,49.234406247898185
50.0,0.25,0.4,1.5,51.02634410443547
100.0,0.0,0.2,1.5,43.89814791980501
100.0,0.5,0.2,1.5,48.27481033965339
100.0,0.25,0.6,1.5,44.21785264836743
0.0,0.5,0.2,1.5,46.75925907574485
50.0,0.0,0.2,1.0,49.48551977016895
0.0,0.0,0.6,0.5,53.258989329508694
0.0,0.5,0.6,0.5,53.57
100.0,0.25,0.6,1.5,47.52203002741518
100.0,0.5,0.6,0.5,53.30168262889519
100.0,0.0,0.2,0.5,46.56521984454015
0.0,0.5,0.6,0.5,46.64366216401018
100.0,0.25,0.4,0.5,47.50940584809751
0.0,0.5,0.2,0.5,53.19131238322715
