seawater_vv,urea_pv,ammonium_sulfate_pv,kh2po4_pv,surface_tension_mNm
0.0,0.0,0.2,0.5,53.53069365755257
100.0,0.5,0.2,0.5,53.39705668109525
0.0,0.0,0.2,1.5,53.483166609349155
100.0,0.0,0.6,0.5,42.22
0.0,0.0,0.2,0.5,42.34245270250983
0.0,0.0,0.2,1.5,42.261470005700005
100.0,0.5,0.2,1.5,42.22
0.0,0.0,0.6,0.5,53.57
0.0,0.0,0.2,1.5,42.22
0.0,0.0,0.2,0.5,42.22
100.0,0.0,0.6,1.5,42.291894588617424
100.0,0.0,0.2,0.5,42.339487775637274
0.0,0.0,0.6,0.5,42.32816962335367
0.0,0.0,0.2,0.5,53.469617738116185
0.0,0.5,0.2,0.5,53.52977332234284
0.0,0.0,0.6,1.5,42.26006772929829
0.0,0.5,0.6,1.5,42.33319370176237
0.0,0.0,0.2,1.5,42.22
0.0,0.0,0.6,1.5,42.22
0.0,0.0,0.6,1.5,42.22
100.0,0.0,0.6,0.5,42.22
0.0,0.5,0.2,0.5,53.57
0.0,0.0,0.2,1.5,42.376402573076774
0.0,0.0,0.6,0.5,42.22
0.0,0.5,0.2,1.5,42.33637031374473
100.0,0.5,0.2,0.5,53.57
100.0,0.5,0.2,0.5,53.49164783485427
100.0,0.5,0.6,1.5,42.263487731059186
100.0,0.0,0.2,1.5,53.57
100.0,0.0,0.6,1.5,42.22
0.0,0.0,0.6,1.5,53.57
100.0,0.0,0.6,1.5,42.22
0.0,0.0,0.6,1.5,42.31575526408057
0.0,0.0,0.6,0.5,42.23234917207902
0.0,0.0,0.6,1.5,42.22
0.0,0.0,0.6,0.5,42.23288417797077
100.0,0.5,0.6,1.5,42.22
0.0,0.0,0.6,1.5,53.53993616773239
0.0,0.5,0.6,0.5,53.57
0.0,0.0,0.2,0.5,42.39021030391215
0.0,0.0,0.2,1.5,42.22
100.0,0.0,0.2,1.5,42.22
100.0,0.5,0.2,1.5,42.22
0.0,0.0,0.2,0.5,42.32636747019317
0.0,0.0,0.6,1.5,42.25978258078036
0.0,0.0,0.6,0.5,53.50474114387439
0.0,0.0,0.6,0.5,53.57
0.0,0.0,0.2,0.5,42.23348763168499
100.0,0.0,0.2,0.5,53.57
100.0,0.5,0.6,1.5,42.22
0.0,0.5,0.6,1.5,42.22
0.0,0.0,0.6,1.5,53.520364651621456
100.0,0.5,0.2,1.5,42.22
0.0,0.0,0.2,1.5,42.256078981280815
0.0,0.0,0.6,1.5,42.2520991032264
100.0,0.0,0.6,0.5,53.56544930433087
0.0,0.0,0.6,1.5,42.22
0.0,0.0,0.2,0.5,42.22
0.0,0.0,0.6,0.5,42.22
100.0,0.5,0.2,1.5,53.52597082937616
0.0,0.0,0.6,0.5,53.4738104569453
0.0,0.5,0.6,1.5,42.22
0.0,0.0,0.6,1.5,53.57
100.0,0.0,0.2,0.5,53.57
100.0,0.5,0.6,1.5,42.2422839115904
0.0,0.0,0.2,1.5,42.251701299181015
100.0,0.5,0.6,1.5,42.22
0.0,0.0,0.6,1.5,53.34708839406551
100.0,0.0,0.2,1.5,42.22
0.0,0.0,0.2,1.5,42.22930545866229
100.0,0.5,0.6,0.5,42.50204730960107
100.0,0.0,0.6,1.5,42.22
0.0,0.0,0.2,1.5,42.25669495318885
50.0,0.5,0.6,1.5,42.22
0.0,0.0,0.2,0.5,42.22
0.0,0.0,0.6,1.5,42.35217971928144
0.0,0.5,0.6,1.5,53.57
0.0,0.0,0.2,0.5,53.57
0.0,0.0,0.2,0.5,42.22
0.0,0.0,0.6,1.5,42.38168648412523
100.0,0.0,0.6,0.5,42.22
100.0,0.5,0.6,0.5,53.57
0.0,0.0,0.6,1.5,42.471086043363414
0.0,0.0,0.6,0.5,42.22
0.0,0.0,0.6,1.5,42.22
0.0,0.0,0.6,1.5,53.57
0.0,0.0,0.6,1.5,42.22
100.0,0.0,0.2,0.5,42.22
100.0,0.0,0.2,0.5,42.23025122747447
100.0,0.0,0.6,1.5,42.22
0.0,0.0,0.6,0.5,42.27622207071108
0.0,0.0,0.2,1.5,42.22
100.0,0.0,0.6,0.5,42.39838688480347
0.0,0.0,0.6,0.5,53.47596967832179
100.0,0.0,0.6,0.5,53.52831494491261
100.0,0.0,0.2,0.5,42.31480353400544
100.0,0.0,0.6,0.5,42.22
